profile_url,uid
https://facebook.com/profile.php?id=100039443556017,100039443556017
https://facebook.com/profile.php?id=100039643353194,100039643353194
https://facebook.com/luc.phancong.108,100029690334250
https://facebook.com/profile.php?id=100029973245453,100029973245453
https://facebook.com/thaidam.loc,100030059256283
https://facebook.com/quy.chum.3,100030389614934
https://facebook.com/profile.php?id=100039318452405,100039318452405
https://facebook.com/profile.php?id=100039366243669,100039366243669
https://facebook.com/profile.php?id=100039453364835,100039453364835
https://facebook.com/profile.php?id=100039339302849,100039339302849
https://facebook.com/BKU-FC-THPT-C%E1%BA%A9m-B%C3%ACnh-H%C3%A0-T%C4%A9nh-1548839605206562/,1548839605206562
https://facebook.com/tanvan.phuc.1,100039390934135
https://facebook.com/profile.php?id=100039478741907,100039478741907
https://facebook.com/nhay112233/,891508964533158
https://facebook.com/profile.php?id=100028923810668,100028923810668
https://facebook.com/profile.php?id=100022457419860,100022457419860
https://facebook.com/profile.php?id=100027661163100,100027661163100
https://facebook.com/profile.php?id=100018039425442,100018039425442
https://facebook.com/namblue222,100011908327794
https://facebook.com/tinh.cao.790,100006499119571
https://facebook.com/ngoc.to.90663,100016130629311
https://facebook.com/profile.php?id=100014134874911,100014134874911
https://facebook.com/profile.php?id=100013176102399,100013176102399
https://facebook.com/profile.php?id=100024006459035,100024006459035
https://facebook.com/profile.php?id=100037761966846,100037761966846
https://facebook.com/profile.php?id=100036150294114,100036150294114
https://facebook.com/profile.php?id=100034664204907,100034664204907
https://facebook.com/profile.php?id=100028096927896,100028096927896
https://facebook.com/profile.php?id=100028204551490,100028204551490
https://facebook.com/profile.php?id=100028208892702,100028208892702
https://facebook.com/bien.bananet,100028212496349
https://facebook.com/chanhtrai.namay.3,100028220144541
https://facebook.com/profile.php?id=100028230427498,100028230427498
https://facebook.com/soai.bang.12,100028231551896
https://facebook.com/Longdzcute10A3,100028231865577
https://facebook.com/profile.php?id=100028236398551,100028236398551
https://facebook.com/kien.kevin.7399,100028236438624
https://facebook.com/profile.php?id=100028236871930,100028236871930
https://facebook.com/profile.php?id=100028237730189,100028237730189
https://facebook.com/profile.php?id=100028239150187,100028239150187
https://facebook.com/profile.php?id=100031296060621,100031296060621
https://facebook.com/profile.php?id=100028242524381,100028242524381
https://facebook.com/profile.php?id=100028242610322,100028242610322
https://facebook.com/giang.huu.9828456,100028244513048
https://facebook.com/su.anh.319,100028247016476
https://facebook.com/profile.php?id=100028254730296,100028254730296
https://facebook.com/profile.php?id=100028258574972,100028258574972
https://facebook.com/profile.php?id=100028271063466,100028271063466
https://facebook.com/huyen.nguyent.thanh.9,100028297393972
https://facebook.com/tranxuan.bach.5268,100028298143223
https://facebook.com/cho.chung.9210,100028298714565
https://facebook.com/profile.php?id=100028299760347,100028299760347
https://facebook.com/profile.php?id=100028301294446,100028301294446
https://facebook.com/shyn2105,100028304255150
https://facebook.com/profile.php?id=100028306732026,100028306732026
https://facebook.com/quan.leviet.969,100028308901784
https://facebook.com/thuonghi.bach,100028320343852
https://facebook.com/anh.su.739326,100028325199511
https://facebook.com/profile.php?id=100028327688292,100028327688292
https://facebook.com/vu.thong.773981,100028328151340
https://facebook.com/profile.php?id=100028328586951,100028328586951
https://facebook.com/blackrose0308,100028328987207
https://facebook.com/profile.php?id=100028331495467,100028331495467
https://facebook.com/keo.cay.3348,100028340293066
https://facebook.com/profile.php?id=100028343450068,100028343450068
https://facebook.com/profile.php?id=100028344100472,100028344100472
https://facebook.com/profile.php?id=100028352018646,100028352018646
https://facebook.com/lamvantinh2002,100028352209942
https://facebook.com/profile.php?id=100028357215531,100028357215531
https://facebook.com/quocbao.ho.79025648,100028360666464
https://facebook.com/profile.php?id=100028363786337,100028363786337
https://facebook.com/tri.huynh.n,100028364388060
https://facebook.com/profile.php?id=100028364618763,100028364618763
https://facebook.com/profile.php?id=100028368906444,100028368906444
https://facebook.com/profile.php?id=100028374286916,100028374286916
https://facebook.com/tri.traiquang.35,100028377290097
https://facebook.com/list.rio.7,100028379710405
https://facebook.com/profile.php?id=100028380579969,100028380579969
https://facebook.com/profile.php?id=100028383848457,100028383848457
https://facebook.com/profile.php?id=100028393066910,100028393066910
https://facebook.com/profile.php?id=100028394598355,100028394598355
https://facebook.com/you.is.crush.232,100028395016931
https://facebook.com/profile.php?id=100028397556126,100028397556126
https://facebook.com/profile.php?id=100028398344238,100028398344238
https://facebook.com/liem.s.thuan.sy.s,100028398532151
https://facebook.com/profile.php?id=100028406933641,100028406933641
https://facebook.com/profile.php?id=100028407182113,100028407182113
https://facebook.com/kieu.duy.144,100028407380979
https://facebook.com/profile.php?id=100028411626335,100028411626335
https://facebook.com/huu.nghia.56211497,100028412220865
https://facebook.com/profile.php?id=100028415371374,100028415371374
https://facebook.com/profile.php?id=100028430311239,100028430311239
https://facebook.com/profile.php?id=100028433004314,100028433004314
https://facebook.com/boesuu,100028434761304
https://facebook.com/phap.van.31542841,100028439462457
https://facebook.com/profile.php?id=100028447480506,100028447480506
https://facebook.com/profile.php?id=100028447770591,100028447770591
https://facebook.com/son.nguyenhuu.50552,100028458092785
https://facebook.com/profile.php?id=100028459364052,100028459364052
https://facebook.com/nghia.tuan.16568,100028461225836
https://facebook.com/cong.ho.165685,100028461813489
https://facebook.com/profile.php?id=100028463833670,100028463833670
https://facebook.com/vo.q.vuong.71,100028465122130
https://facebook.com/profile.php?id=100028465398986,100028465398986
https://facebook.com/profile.php?id=100028465595690,100028465595690
https://facebook.com/profile.php?id=100028466323592,100028466323592
https://facebook.com/profile.php?id=100028471214524,100028471214524
https://facebook.com/profile.php?id=100028471895335,100028471895335
https://facebook.com/profile.php?id=100028484089191,100028484089191
https://facebook.com/profile.php?id=100028496619416,100028496619416
https://facebook.com/PQN1199,100028504960945
https://facebook.com/profile.php?id=100028505312229,100028505312229
https://facebook.com/profile.php?id=100028509037889,100028509037889
https://facebook.com/profile.php?id=100028509911859,100028509911859
https://facebook.com/vannhat.le.5811,100028512368556
https://facebook.com/profile.php?id=100023424671782,100023424671782
https://facebook.com/thutrang.hoangthi.1650,100023426676192
https://facebook.com/trai.dao.148,100028514140225
https://facebook.com/binh.doan.509994,100023431602964
https://facebook.com/profile.php?id=100028525089717,100028525089717
https://facebook.com/liem.phamthanh.7315,100023436831374
https://facebook.com/profile.php?id=100028529165068,100028529165068
https://facebook.com/profile.php?id=100023441803164,100023441803164
https://facebook.com/minh.sun.790,100028535833391
https://facebook.com/profile.php?id=100023443515590,100023443515590
https://facebook.com/profile.php?id=100023470593400,100023470593400
https://facebook.com/profile.php?id=100028539082542,100028539082542
https://facebook.com/profile.php?id=100028540983146,100028540983146
https://facebook.com/huong.vuthanh.5680,100023479607845
https://facebook.com/profile.php?id=100028549752522,100028549752522
https://facebook.com/minhtam005,100023489170948
https://facebook.com/hue.hoan.908,100023494476596
https://facebook.com/profile.php?id=100028556534751,100028556534751
https://facebook.com/binh.neymar.54,100023506140682
https://facebook.com/profile.php?id=100028556643579,100028556643579
https://facebook.com/profile.php?id=100023519962558,100023519962558
https://facebook.com/truong.ace.96,100028560760458
https://facebook.com/ichquan.nguyen,100023537707123
https://facebook.com/profile.php?id=100028563713546,100028563713546
https://facebook.com/profile.php?id=100023561355208,100023561355208
https://facebook.com/hoang.daohuyhoang.12,100028571074029
https://facebook.com/profile.php?id=100023561702309,100023561702309
https://facebook.com/profile.php?id=100028571920474,100028571920474
https://facebook.com/tuanthanh.nguyen.79219754,100023563667411
https://facebook.com/minh.h.bui.33,100028575812604
https://facebook.com/thanhnam.pham.14203,100023566654447
https://facebook.com/thanh.rc.716,100023569596418
https://facebook.com/lac.viet.9277,100028579085760
https://facebook.com/hung.vuviet.5602728,100028581076411
https://facebook.com/profile.php?id=100023582903062,100023582903062
https://facebook.com/profile.php?id=100023582912219,100023582912219
https://facebook.com/profile.php?id=100028582960001,100028582960001
https://facebook.com/Unhappyyyyyyy,100028597151596
https://facebook.com/canban.chi,100023592504203
https://facebook.com/profile.php?id=100028603422682,100028603422682
https://facebook.com/quyen.levan.144181,100023602380670
https://facebook.com/huynh.ty.3348390,100028610237713
https://facebook.com/ung.ngoc.52,100023602480119
https://facebook.com/profile.php?id=100028614052256,100028614052256
https://facebook.com/profile.php?id=100023605791378,100023605791378
https://facebook.com/profile.php?id=100028623768427,100028623768427
https://facebook.com/kun.hoa.921,100023607114134
https://facebook.com/profile.php?id=100028631352471,100028631352471
https://facebook.com/huynh.quocviet.9699,100023608575509
https://facebook.com/profile.php?id=100028631534837,100028631534837
https://facebook.com/rip113.108,100023610473748
https://facebook.com/milktoi.tran,100028649040555
https://facebook.com/uayhua.tinh,100028662667402
https://facebook.com/khoa.anh.37201901,100023623626606
https://facebook.com/huynghi.nguyen.33,100028666652060
https://facebook.com/profile.php?id=100023627320910,100023627320910
https://facebook.com/profile.php?id=100028669356771,100028669356771
https://facebook.com/nvphat.2452k4,100028685647886
https://facebook.com/chinh.macvan.1,100023634105840
https://facebook.com/profile.php?id=100028686632470,100028686632470
https://facebook.com/profile.php?id=100028690870212,100028690870212
https://facebook.com/profile.php?id=100023677539896,100023677539896
https://facebook.com/profile.php?id=100028693038473,100028693038473
https://facebook.com/profile.php?id=100023685290108,100023685290108
https://facebook.com/profile.php?id=100028697832694,100028697832694
https://facebook.com/profile.php?id=100028709704306,100028709704306
https://facebook.com/profile.php?id=100023694796903,100023694796903
https://facebook.com/huu.bach.90226,100028710727781
https://facebook.com/profile.php?id=100023697463991,100023697463991
https://facebook.com/profile.php?id=100028712154343,100028712154343
https://facebook.com/TGbo2603,100023699091959
https://facebook.com/profile.php?id=100028727619835,100028727619835
https://facebook.com/profile.php?id=100023706151466,100023706151466
https://facebook.com/thetuan.luong.581,100028736722466
https://facebook.com/Flazerrrrrr,100023710191749
https://facebook.com/profile.php?id=100023730708360,100023730708360
https://facebook.com/profile.php?id=100028747424522,100028747424522
https://facebook.com/nam.tung.796569,100023731593892
https://facebook.com/profile.php?id=100028748617183,100028748617183
https://facebook.com/profile.php?id=100023739671360,100023739671360
https://facebook.com/profile.php?id=100028751172202,100028751172202
https://facebook.com/hongngoc.ngo.52643,100023744857670
https://facebook.com/profile.php?id=100028757255119,100028757255119
https://facebook.com/minhkyuuby,100023751282810
https://facebook.com/thoang.le.16752,100028763940647
https://facebook.com/huy.sm98,100023751583018
https://facebook.com/profile.php?id=100028772880272,100028772880272
https://facebook.com/profile.php?id=100023760525807,100023760525807
https://facebook.com/hoang.thieugia.92754,100028776803027
https://facebook.com/duong.lequy.5074,100023762561648
https://facebook.com/kien.anhh.5,100028781562787
https://facebook.com/profile.php?id=100023763765267,100023763765267
https://facebook.com/vu.tuvi.980,100028783380225
https://facebook.com/profile.php?id=100023764331835,100023764331835
https://facebook.com/profile.php?id=100023769861749,100023769861749
https://facebook.com/profile.php?id=100028791529883,100028791529883
https://facebook.com/van.lexuan.505,100023770423511
https://facebook.com/profile.php?id=100023777977121,100023777977121
https://facebook.com/profile.php?id=100028792245927,100028792245927
https://facebook.com/mano.hakai,100028795934608
https://facebook.com/profile.php?id=100023814975386,100023814975386
https://facebook.com/profile.php?id=100023819004197,100023819004197
https://facebook.com/hoang.doanh.7399,100028800287116
https://facebook.com/marill.0,100023822797256
https://facebook.com/profile.php?id=100028801440249,100028801440249
https://facebook.com/manhdt.47,100023831671068
https://facebook.com/profile.php?id=100028802529547,100028802529547
https://facebook.com/profile.php?id=100023832827981,100023832827981
https://facebook.com/lee.dung.10236,100028804993147
https://facebook.com/hqv1206,100023834472350
https://facebook.com/profile.php?id=100028805754047,100028805754047
https://facebook.com/profile.php?id=100023837401806,100023837401806
https://facebook.com/profile.php?id=100028815138744,100028815138744
https://facebook.com/sky.danh.79,100028819304650
https://facebook.com/khanh.nb.18,100023843915083
https://facebook.com/profile.php?id=100028820027371,100028820027371
https://facebook.com/hoangnhan.khan,100023846264440
https://facebook.com/ATRH95HD,100028825487334
https://facebook.com/totruongdong,100023847190556
https://facebook.com/profile.php?id=100028826356743,100028826356743
https://facebook.com/kieu.nguyenminh.944,100023860095357
https://facebook.com/profile.php?id=100023864383729,100023864383729
https://facebook.com/profile.php?id=100028839411961,100028839411961
https://facebook.com/lam.nguyentung.14606,100023867651322
https://facebook.com/profile.php?id=100028857231159,100028857231159
https://facebook.com/profile.php?id=100023875584118,100023875584118
https://facebook.com/euro.ty.75,100028860618585
https://facebook.com/profile.php?id=100023876343217,100023876343217
https://facebook.com/profile.php?id=100028865631100,100028865631100
https://facebook.com/tritho.tran.56,100023880403859
https://facebook.com/profile.php?id=100028867624351,100028867624351
https://facebook.com/coc.son.9066,100023887310025
https://facebook.com/thanhhieu.phan.338658,100028882064738
https://facebook.com/suong.iker.1,100023891861585
https://facebook.com/trong.thi.0806,100028886657990
https://facebook.com/baotan.nguyen.501,100023893504903
https://facebook.com/cuong.cvhvh,100028887668221
https://facebook.com/flowerboong04,100023894256771
https://facebook.com/nguyen.thi.hienn.05,100028887946415
https://facebook.com/profile.php?id=100023904712847,100023904712847
https://facebook.com/vin.chen.545,100028893163543
https://facebook.com/profile.php?id=100028893913848,100028893913848
https://facebook.com/nhan.dotrong.758,100023922669088
https://facebook.com/cong.tranthanh.39395,100028896346226
https://facebook.com/profile.php?id=100023932513028,100023932513028
https://facebook.com/ngoc.yeol.96,100028903834559
https://facebook.com/profile.php?id=100023933898477,100023933898477
https://facebook.com/profile.php?id=100023934141433,100023934141433
https://facebook.com/profile.php?id=100028904137584,100028904137584
https://facebook.com/jamesd.miority.9,100023934651680
https://facebook.com/profile.php?id=100028906005721,100028906005721
https://facebook.com/tien.thuong2k3,100023941932748
https://facebook.com/profile.php?id=100028907296927,100028907296927
https://facebook.com/profile.php?id=100023964690990,100023964690990
https://facebook.com/profile.php?id=100028914132670,100028914132670
https://facebook.com/profile.php?id=100023976531705,100023976531705
https://facebook.com/ngungo.ke.35,100028914284020
https://facebook.com/vu.ank.10,100023981451494
https://facebook.com/profile.php?id=100028920739373,100028920739373
https://facebook.com/profile.php?id=100023983965641,100023983965641
https://facebook.com/profile.php?id=100028921862159,100028921862159
https://facebook.com/linh.772002,100024002167040
https://facebook.com/profile.php?id=100028923473228,100028923473228
https://facebook.com/profile.php?id=100024009092329,100024009092329
https://facebook.com/hoaiuthimoah,100024010821158
https://facebook.com/profile.php?id=100028929767159,100028929767159
https://facebook.com/chuong.banh.790,100024012900173
https://facebook.com/profile.php?id=100028937451902,100028937451902
https://facebook.com/profile.php?id=100024023890614,100024023890614
https://facebook.com/profile.php?id=100028938136495,100028938136495
https://facebook.com/duongduong49,100024024874078
https://facebook.com/profile.php?id=100028938309547,100028938309547
https://facebook.com/rad.mu.3348,100024027092248
https://facebook.com/profile.php?id=100028939578503,100028939578503
https://facebook.com/profile.php?id=100024034973192,100024034973192
https://facebook.com/profile.php?id=100028943055728,100028943055728
https://facebook.com/profile.php?id=100024035384837,100024035384837
https://facebook.com/the.viet10082005,100024040390400
https://facebook.com/the.england.5,100028946765544
https://facebook.com/profile.php?id=100024040907023,100024040907023
https://facebook.com/chung.hua.1865904,100028960056916
https://facebook.com/nhat.trong.3538,100028961602665
https://facebook.com/profile.php?id=100024045283194,100024045283194
https://facebook.com/profile.php?id=100028962516501,100028962516501
https://facebook.com/profile.php?id=100024058126018,100024058126018
https://facebook.com/profile.php?id=100028977696912,100028977696912
https://facebook.com/thai.viet.5245,100024059213628
https://facebook.com/profile.php?id=100028980170091,100028980170091
https://facebook.com/profile.php?id=100024070413509,100024070413509
https://facebook.com/nguyen.n.my.77582,100028988256573
https://facebook.com/nguyen.kaylin.908,100024074712543
